ID,Name,Parent ID,Level,Description,Tags,Last Updated,Top URLs
1.1.5.1.4,Vertical farming,1.1.5.1,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms
1.1.5.1.5,Indoor farming,1.1.5.1,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms; https://www.climatedrift.com/p/a-look-at-food-and-agriculture
1.1.5.1.6,Hydroponics,1.1.5.1,5,,,2025-04-17,
1.1.5.1.7,Animal & Livestock Farms,1.1.5.1,5,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-enteric-methane; https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms
1.1.5.2,Farm Carbon Capture,1.1.5,4,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.5.2.1,Cattle feed additives,1.1.5.2,5,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-enteric-methane; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/lab-grown-meat-is-not-a-climate-solution
1.1.5.2.2,Manure digestion,1.1.5.2,5,,,2025-04-17,https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/a-guide-to-enteric-methane; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf
1.1.5.2.3,Biogas capture,1.1.5.2,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c; https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero-406
1.1.5.3,Alternative protein & dairy,1.1.5,4,,,2025-04-17,https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms; https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.5.3.1,Plant based,1.1.5.3,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/are-there-sustainable-alternatives
1.1.5.3.1.1,Meat,1.1.5.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/lab-grown-meat-is-not-a-climate-solution; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/a-look-at-food-and-agriculture
1.1.5.3.1.2,Dairy,1.1.5.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-enteric-methane; https://www.climatedrift.com/p/lab-grown-meat-is-not-a-climate-solution; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.5.3.1.3,Eggs,1.1.5.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to
1.1.5.3.2,Cultivated Meats,1.1.5.3,5,,,2025-04-17,https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms
1.1.5.3.2.1,Whole cuts,1.1.5.3.2,6,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/the-battery-energy-storage-system
1.1.5.3.2.2,Cell mass,1.1.5.3.2,6,,,2025-04-17,https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth
1.1.5.3.3,Supporting Tech,1.1.5.3,5,,,2025-04-17,https://www.climatedrift.com/p/the-rise-of-climate-tech-accelerators; https://www.climatedrift.com/p/4-frameworks-to-understand-climate; https://www.climatedrift.com/p/surviving-the-four-valleys-of-death
1.1.5.3.3.1,3D Printing,1.1.5.3.3,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/closing-the-loop
1.1.5.3.3.2,Scaffolding,1.1.5.3.3,6,,,2025-04-17,
1.1.5.3.3.3,Growth Media,1.1.5.3.3,6,,,2025-04-17,https://www.climatedrift.com/p/the-s-curve-chronicles; https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.5.3.3.4,Bioreactors,1.1.5.3.3,6,,,2025-04-17,https://www.climatedrift.com/p/lab-grown-meat-is-not-a-climate-solution; https://www.climatedrift.com/p/followup-friday-edition-1; https://www.climatedrift.com/p/a-look-at-food-and-agriculture
1.1.5.3.4,Fermentation,1.1.5.3,5,,,2025-04-17,https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/a-guide-to-enteric-methane
1.1.5.3.4.1,Biomass Mycoprotein,1.1.5.3.4,6,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f
1.1.5.3.4.2,Precision Fermentation,1.1.5.3.4,6,,,2025-04-17,https://www.climatedrift.com/p/can-the-rise-of-economic-nationalism; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/a-guide-to-enteric-methane
1.1.5.3.4.2.1,Dairy,1.1.5.3.4.2,7,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-enteric-methane; https://www.climatedrift.com/p/lab-grown-meat-is-not-a-climate-solution; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.5.3.4.2.2,Eggs,1.1.5.3.4.2,7,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to
1.1.5.3.4.2.3,Other Ingredients,1.1.5.3.4.2,7,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/how-green-is-the-beauty-industry
1.1.5.3.5,Air Protein,1.1.5.3,5,,,2025-04-17,https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms; https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/redefining-consumption-part-2
1.1.5.3.6,Molecular Farming,1.1.5.3,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms
1.1.5.3.7,Insect Proetein,1.1.5.3,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/3-lessons-from-europes-largest-climate
1.1.5.3.8,Regenerative aquaculture,1.1.5.3,5,,,2025-04-17,https://www.climatedrift.com/p/how-to-build-regenerative-go-to-market; https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.5.4,Mushrooms,1.1.5,4,,,2025-04-17,https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f; https://www.climatedrift.com/p/a-look-at-carbon-removal
1.1.5.4.1,Macro Farms,1.1.5.4,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms; https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food
1.1.5.4.2,Micro Farms,1.1.5.4,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms; https://www.climatedrift.com/p/a-guide-to-enteric-methane
1.1.5.4.3,D2C,1.1.5.4,5,,,2025-04-17,https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms; https://www.climatedrift.com/p/carbon-offsets-explained-part-3
1.1.5.5,Subsidies,1.1.5,4,,,2025-04-17,https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/can-the-rise-of-economic-nationalism; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.5.6,Crop production,1.1.5,4,,,2025-04-17,https://www.climatedrift.com/p/are-there-sustainable-alternatives; https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.5.6.1,Crop sensors,1.1.5.6,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf
1.1.5.6.2,Automated farm equipment,1.1.5.6,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/a-look-at-food-and-agriculture
1.1.5.6.3,New climate crop,1.1.5.6,5,,,2025-04-17,https://www.climatedrift.com/p/climate-drift-30-one-year-in; https://www.climatedrift.com/p/the-2023-climate-drift-year-in-review; https://www.climatedrift.com/p/introducing-the-climate-drift-community
1.1.5.6.3.1,Rice,1.1.5.6.3,6,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/startups-dont-have-to-fail; https://www.climatedrift.com/p/a-look-at-food-and-agriculture
1.1.5.6.3.2,Wheat,1.1.5.6.3,6,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.5.7,Shift to Climatarian Diet,1.1.5,4,,,2025-04-17,https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/climate-drift-20-how-to-land-a-job; https://www.climatedrift.com/p/how-can-we-train-young-farmers-to
1.1.5.8,Food Waste,1.1.5,4,,,2025-04-17,https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food; https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/how-can-circular-principles-be-applied
1.1.5.8.1,Residential,1.1.5.8,5,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-residential-solar; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/the-companies-of-residential-solar
1.1.5.8.2,Commercial,1.1.5.8,5,,,2025-04-17,https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero-406
1.1.5.8.3,Analytics,1.1.5.8,5,,,2025-04-17,https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/a-look-at-industry
1.1.5.8.4,Surplus Management,1.1.5.8,5,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.5.8.4.1,Overordering,1.1.5.8.4,6,,,2025-04-17,https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.6,Circular Economy,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-3; https://www.climatedrift.com/p/navigating-a-transformation; https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba
1.1.6.1,Rethink,1.1.6,4,,,2025-04-17,https://www.climatedrift.com/p/how-can-circular-principles-be-applied; https://www.climatedrift.com/p/a-look-at-the-circular-economy; https://www.climatedrift.com/p/avoid-these-12-circularity-roadblocks
1.1.6.1.1,Material Management Platform,1.1.6.1,5,,,2025-04-17,https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/packaging-an-opportunity-not-to-be; https://www.climatedrift.com/p/avoid-these-12-circularity-roadblocks
1.1.6.1.2,New Materials,1.1.6.1,5,,,2025-04-17,https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/a-look-at-the-circular-economy; https://www.climatedrift.com/p/are-there-sustainable-alternatives
1.1.6.1.2.1,Plastic Alternatives,1.1.6.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/are-there-sustainable-alternatives; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/a-look-at-the-circular-economy
1.1.6.1.2.2,Low-carbon & Carbon negative materials,1.1.6.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/new-material-matters
1.1.6.1.2.3,Waste as Input,1.1.6.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food; https://www.climatedrift.com/p/how-can-circular-principles-be-applied
1.1.6.1.3,Logistics & Reverse Logistics,1.1.6.1,5,,,2025-04-17,https://www.climatedrift.com/p/using-ai-to-tackle-plastic-waste-515; https://www.climatedrift.com/p/navigating-a-transformation; https://www.climatedrift.com/p/closing-the-loop
1.1.6.2,Recycle,1.1.6,4,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/navigating-a-transformation; https://www.climatedrift.com/p/a-look-at-the-circular-economy
1.1.6.2.1,Recycling,1.1.6.2,5,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.6.2.1.1,Consumer Facing Recycling,1.1.6.2.1,6,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/redefining-consumption-part-3; https://www.climatedrift.com/p/how-green-is-the-beauty-industry
1.1.6.2.1.2,Battery recycling,1.1.6.2.1,6,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/closing-the-loop
1.1.6.2.1.3,Plastics recycling,1.1.6.2.1,6,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/packaging-an-opportunity-not-to-be
1.1.6.2.1.4,Recycling other materials,1.1.6.2.1,6,,,2025-04-17,https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/a-look-at-the-circular-economy; https://www.climatedrift.com/p/closing-the-loop
1.1.6.2.2,Waste Management,1.1.6.2,5,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food; https://www.climatedrift.com/p/new-material-matters
1.1.6.2.2.1,Route optimization Transportation,1.1.6.2.2,6,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.6.2.2.2,Advanced recycling tech,1.1.6.2.2,6,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility; https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/the-rise-of-climate-tech-accelerators
1.1.6.2.2.2.1,Item detection,1.1.6.2.2.2,7,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/redefining-consumption-part-3; https://www.climatedrift.com/p/refurbishment-and-ikea
1.1.6.2.2.2.2,Hazard detection,1.1.6.2.2.2,7,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-building-companies
1.1.6.2.2.2.3,Sorting robots,1.1.6.2.2.2,7,,,2025-04-17,https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/closing-the-loop
1.1.6.2.2.3,Waste traceability & analytics,1.1.6.2.2,6,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food; https://www.climatedrift.com/p/how-can-circular-principles-be-applied
1.1.6.3,Reduce,1.1.6,4,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-green-is-the-beauty-industry
1.1.6.3.1,Consumer Facing,1.1.6.3,5,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-3; https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/how-green-is-the-beauty-industry
1.1.6.3.1.1,Repair,1.1.6.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/using-ai-to-tackle-plastic-waste-515; https://www.climatedrift.com/p/navigating-a-transformation
1.1.6.3.1.2,Rental,1.1.6.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/rebuilding-for-resilience-how-la
1.1.6.3.1.3,Second Hand,1.1.6.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/how-to-build-regenerative-go-to-market; https://www.climatedrift.com/p/dpp-a-land-of-opportunity-beyond; https://www.climatedrift.com/p/powering-the-future
1.1.6.3.2,Packaging,1.1.6.3,5,,,2025-04-17,https://www.climatedrift.com/p/packaging-an-opportunity-not-to-be; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/a-look-at-the-circular-economy
1.1.6.4,Re-use,1.1.6,4,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.6.4.1,New Sustainable Packaging,1.1.6.4,5,,,2025-04-17,https://www.climatedrift.com/p/packaging-an-opportunity-not-to-be; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/a-look-at-food-and-agriculture
1.1.6.4.2,Return,1.1.6.4,5,,,2025-04-17,https://www.climatedrift.com/p/using-ai-to-tackle-plastic-waste-515; https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/startups-dont-have-to-fail
1.1.6.4.3,Food waste prevention & recovery,1.1.6.4,5,,,2025-04-17,https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food; https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/how-can-circular-principles-be-applied
1.1.7,Industry,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/are-there-sustainable-alternatives; https://www.climatedrift.com/p/an-insiders-guide-to-low-carbon-cement; https://www.climatedrift.com/p/a-look-at-industry
1.1.7.1,Minerals,1.1.7,4,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/the-path-to-responsible-mining-211; https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero-406
1.1.7.1.1,Mining,1.1.7.1,5,,,2025-04-17,https://www.climatedrift.com/p/the-path-to-responsible-mining-211; https://www.climatedrift.com/p/a-look-at-industry; https://www.climatedrift.com/p/we-need-to-talk-about-rocks
1.1.7.1.1.1,Automation,1.1.7.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/can-the-rise-of-economic-nationalism; https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.7.1.1.2,Hauling,1.1.7.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.7.1.1.3,Transport,1.1.7.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/climate-hype-curve-transportation
1.1.7.1.1.4,Equipment upgrades & replacement,1.1.7.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/dpp-a-land-of-opportunity-beyond; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/the-companies-of-residential-solar-6a0
1.1.7.1.1.5,Sea-based Mining,1.1.7.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/the-path-to-responsible-mining-211; https://www.climatedrift.com/p/a-look-at-industry; https://www.climatedrift.com/p/we-need-to-talk-about-rocks
1.1.7.1.2,Battery Metals,1.1.7.1,5,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/the-battery-energy-storage-system
1.1.7.1.2.1,Cobalt,1.1.7.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero-406; https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62
1.1.7.1.2.2,Nickel,1.1.7.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/we-need-to-talk-about-rocks; https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero-406; https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.7.1.2.3,Direct Lithium Extraction,1.1.7.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.7.1.2.4,Synthetic graphite,1.1.7.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/are-there-sustainable-alternatives; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to
1.1.7.2,Materials,1.1.7,4,,,2025-04-17,https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/a-look-at-the-circular-economy; https://www.climatedrift.com/p/are-there-sustainable-alternatives
1.1.7.2.1,Building Materials,1.1.7.2,5,,,2025-04-17,https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/a-look-at-the-circular-economy; https://www.climatedrift.com/p/are-there-sustainable-alternatives
1.1.7.2.1.1,Concrete,1.1.7.2.1,6,,,2025-04-17,https://www.climatedrift.com/p/how-do-climate-offtakes-work; https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/an-insiders-guide-to-low-carbon-cement
1.1.7.2.1.2,Sustainable bricks,1.1.7.2.1,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/beyond-buzzwords; https://www.climatedrift.com/p/redefining-consumption-part-1
1.1.7.2.1.3,Clean Steel,1.1.7.2.1,6,,,2025-04-17,https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero-406; https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.7.2.1.4,Aluminium,1.1.7.2.1,6,,,2025-04-17,https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/a-look-at-the-circular-economy
1.1.7.2.2,Packaging,1.1.7.2,5,,,2025-04-17,https://www.climatedrift.com/p/packaging-an-opportunity-not-to-be; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/a-look-at-the-circular-economy
1.1.7.2.2.1,Paper / Pulp,1.1.7.2.2,6,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to
1.1.7.2.2.2,Carbon black,1.1.7.2.2,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.7.2.2.3,Plastics,1.1.7.2.2,6,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/a-look-at-the-circular-economy
1.1.7.3,Other Industries,1.1.7,4,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/a-look-at-industry; https://www.climatedrift.com/p/the-battery-energy-storage-system
1.1.7.4,Software,1.1.7,4,,,2025-04-17,https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/how-has-the-climate-tech-capital
1.1.7.4.1,Emissions,1.1.7.4,5,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-enteric-methane; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/carbon-offsets-explained-part-1
1.1.7.4.2,Material Discovery,1.1.7.4,5,,,2025-04-17,https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/packaging-an-opportunity-not-to-be; https://www.climatedrift.com/p/avoid-these-12-circularity-roadblocks
1.1.7.4.3,Energy & Heat,1.1.7.4,5,,,2025-04-17,https://www.climatedrift.com/p/blueprint-for-steering-distributed; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa
1.1.7.4.4,Waste & Recycling,1.1.7.4,5,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food; https://www.climatedrift.com/p/how-can-circular-principles-be-applied
1.1.8,Fuels & Chemicals,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa
1.1.8.1,Hydrogen,1.1.8,4,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.8.1.1,Production,1.1.8.1,5,,,2025-04-17,https://www.climatedrift.com/p/are-there-sustainable-alternatives; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.8.1.1.1,Software,1.1.8.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/how-has-the-climate-tech-capital
1.1.8.1.1.2,Electrolysis,1.1.8.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.8.1.1.2.1,Alkaline,1.1.8.1.1.2,7,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-cdc; https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f
1.1.8.1.1.2.2,SOEC,1.1.8.1.1.2,7,,,2025-04-17,
1.1.8.1.1.2.3,PEM,1.1.8.1.1.2,7,,,2025-04-17,
1.1.8.1.1.3,Blue Hydrogen,1.1.8.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.8.1.1.4,Pyrolysis,1.1.8.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/biochar-the-series-part-1; https://www.climatedrift.com/p/biochar-the-series-part-4; https://www.climatedrift.com/p/biochar-the-series-part-3
